Name,Path,Position,Is Active,Url Key,Description,Image,Page Title,Meta Keywords,Meta Description,Include In Menu,Display Mode,CMS Block,Is Anchor,Availabe Sort By,Default Sort By,Page Layout,Custom Layout Update
HIPAA - PHI Disclosure Log,databusinesssystems.com/medical-forms.com,31,Yes,HIPAA-PHI-Disclosure-Log,"<b>HIPPA - PHI Disclosure Log</b>
As required by HIPAA, you must track to whom disclosures of PHI are made. This form, retained in each patient's medical record, includes the pertinent information that should be recorded when disclosures are made. This form will be photocopied for patients who request an ""Accounting of Disclosures.""
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 250's ",,HIPAA - PHI Disclosure Log,HIPAA - PHI Disclosure Log,,Yes,Products only,,Yes,,,No layout updates,
HIPAA - To Inspect/Review PHI,databusinesssystems.com/medical-forms.com,32,Yes,HIPAA-To-Inspect-Review-PHI,"<b>HIPAA - To Inspect/Review PHI</b>
The patient who requests to inspect or review protected health information will be asked to complete this form that requires the patient to provide information regarding which information and/or dates are being requested. The form, retained in the patient's medical record, also allows you to record when and how the records are reviewed, if the review is denied, the reason for the denial and the denial notification date.
<b>Format:</b>
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 100'S",,HIPAA - To Inspect/Review PHI,HIPAA - To Inspect/Review PHI,,Yes,Products only,,Yes,,,No layout updates,
HIPAA -Confidential Communications,databusinesssystems.com/medical-forms.com,33,Yes,HIPAA-Confidential-Communications,"<b>HIPAA - For Confidential Communications:</b>
The patient may request alternate means of communication. For example, a patient may request that they not be phoned at home or that mail be sent to an alternate address. In cases such as this, the patient will be asked to complete this form that requires the patient to outline specific communication requests.
<b>Format:</b>
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 100'S 
",,HIPAA -Confidential Communications,HIPAA -Confidential Communications,,Yes,Products only,,Yes,,,No layout updates,
HIPAA Employee Training Record,databusinesssystems.com/medical-forms.com,34,Yes,HIPAA-Employee-Training-Record,"<b>HIPAA Employee Training Record:</b>
A record of the HIPAA programs attended by the employee, number of hours attended, location, etc. Retain form in individual employees' personnel file.
<b>Format:</b>
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 25'S
",,HIPAA Employee Training Record,HIPAA Employee Training Record,,Yes,Products only,,Yes,,,No layout updates,
HIPAA Notice of Privacy Brochure,databusinesssystems.com/medical-forms.com,35,Yes,HIPAA-Notice-of-Privacy-Brochure,"<b>HIPAA Brochure ""Know Your Privacy Rights""</b>
Government regulations require that you prominently post a notice of privacy practices in your office, and distribute the same information to each of your patients. 
Folded to a tri-fold brochure 3-6/8"" W x 8-1/2"" H. 50 brochures per package. ",,HIPAA Notice of Privacy Brochure,HIPAA Notice of Privacy Brochure,,Yes,Products only,,Yes,,,No layout updates,
HIPAA Practice Training Record,databusinesssystems.com/medical-forms.com,36,Yes,HIPAA-Practice-Training-Record,"<b>HIPAA Practice Training Record:</b>
A record of each HIPAA educational program you provide for employees. Includes title of program, number of hours, and attendees. Retain form in your HIPAA Compliance Manual.
<b>Format:</b>
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 25'S
",,HIPAA Practice Training Record,HIPAA Practice Training Record,,Yes,Products only,,Yes,,,No layout updates,
HIPAA Sign in with removable labels,databusinesssystems.com/medical-forms.com,37,Yes,HIPAA-Sign-in-with-removable-labels,"<b>HIPAA Sign in with removable labels</b>
Meet the needs of patient privacy expectations. Patients fill in information line on removable strip. Names transfers to the back sheet so other patients do not see the previous patient's information. Overall size 8-1/2"" W x 11"" H. 250 forms per package. 
We offer several different sign-in forms as described below:
<b>(1) HIPPA Sign in with removable labels</b>
2 Part Carbonless- Available in a choice of 3 different colors.
<b>Now available in a Spanish/ English Combination.</b> 
<b>(2) HIPPA Sign in with removable labels with added security</b>
2 Part Carbon - For added security, this is glued on both sides and contains a blockout on the back of part 1.
Please call for freight estimates on larger quantities before placing your order.",,HIPAA Sign in with removable labels,HIPAA Sign in with removable labels,,Yes,Products only,,Yes,,,No layout updates,
HIPAA Sign in with removable labels-Dental,databusinesssystems.com/medical-forms.com,38,Yes,HIPAA-Sign-in-with-removable-labels-Dental,"<b> HIPAA Sign in with removable labels:</b>
Meet the needs of patient privacy expectations. Patients fill in information line on removable strip. Carbon sheet transfers names to back sheet so other patients do not see the previous patient's information. 
Overall size 8-1/2"" W x 11"" H. 100 forms per package. 
Available in 3 different background designs.",,HIPAA Sign in with removable labels-Dental,HIPAA Sign in with removable labels-Dental,,Yes,Products only,,Yes,,,No layout updates,
HIPAA Sign-In System-One Write,databusinesssystems.com/medical-forms.com,39,Yes,HIPAA-Sign-In-System-One-Write,"<b>A Simple Answer to Patient Confidentiality.....</b>
With this method of sign-in in place, patients can't see other patients names/information. What's more, office personnel can either refer to patients by name or by number.
On a numbered slip, each patient prints Name, Arrival Time, Name of Healthcare Professional, and lets the office know if there have been any insurance or address changes since the last visit. The information is transferred via carbonless paper to a master log. Once the patient removes the slip, the information is protected behind the carbonless paper, available only for office use. 
The front desk attendant reads the log and calls each patient by name or by number 
<b>Available as a Kit.</b> which includes a folding board and 40 sets.
<b>Additional refill sheets</b> of 40 (Sign in receipts are pre-glued to the sign in journal), numbered 1 through 25, or enough slips to see 1,000 patients. 
",,HIPAA Sign-In System-One Write,HIPAA Sign-In System-One Write,,Yes,Products only,,Yes,,,No layout updates,
HIPAA- For Restrictions on PHI Use & Disclosure,databusinesssystems.com/medical-forms.com,40,Yes,HIPAA-For-Restrictions-on-PHI-Use-Disclosure,"<b>HIPAA-Restrictions on PHI Use & Disclosure:</b>
The patient who requested that all or part of his PHI be restricted through use (within your practice) or through disclosure (to outside entities) will complete this form. The patient will provide specific information on WHAT he wants restricted and FROM WHOM. The form, retained in the patient's medical record, allows you to record when and how this request is granted, denied and/or terminated. 
<b>Format:</b>
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 100'S
",,HIPAA- For Restrictions on PHI Use & Disclosure,HIPAA- For Restrictions on PHI Use & Disclosure,,Yes,Products only,,Yes,,,No layout updates,
HIPAA-Authorization to Release Information,databusinesssystems.com/medical-forms.com,41,Yes,HIPAA-Authorization-to-Release-Information,"<b>HIPAA-Authorization to Release Information:</b>
Protected health information may be disclosed without written authorization only in the purposes specifically outlined in the Notice of Privacy Practice. All other uses and disclosures require this form which the patient fills out for authorization.
<b>Format:</b>
8.5"" x 11"", 2 Part NCR with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 100's
",,HIPAA-Authorization to Release Information,HIPAA-Authorization to Release Information,,Yes,Products only,,Yes,,,No layout updates,
HIPAA-For Accounting of Disclosures,databusinesssystems.com/medical-forms.com,42,Yes,HIPAA-For-Accounting-of-Disclosures,"<b>HIPAA-For Accounting of Disclosures:</b>
The patient who requests an ""Accounting of Disclosures"" will be asked to complete this form that requires the patient to provide the purpose of the requests, the dates requested, etc. The form, retained in the patient's medical record, also allows you to record the date you comply with the requests.
<b>Format:</b>
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 100'S 
",,HIPAA-For Accounting of Disclosures,HIPAA-For Accounting of Disclosures,,Yes,Products only,,Yes,,,No layout updates,
HIPAA-Tracking Log,databusinesssystems.com/medical-forms.com,43,Yes,HIPAA-Tracking-Log,"<b>HIPAA-Tracking Log:</b>
This comprehensive log allows the practice to track the status of each request the patient may have made. It summarizes all forms that will be completed by the patient that are filed in the medical record: Request to Inspect/Copy, Request for Restrictions, Request for Confidential Communication, Request for Amendment, and Request for Accounting of Disclosures. The use of this log will eliminate the need to look through the entire record to determine if the patient has exercised any privacy rights.  All information is on this one form.
8.5"" x 11"", 1 Part with black ink- Blue ""Void"" security background. 5 hole punch left and 2 top for insertion in charts. Packaged in 100'S
",,HIPAA-Tracking Log,HIPAA-Tracking Log,,Yes,Products only,,Yes,,,No layout updates,
Home Health Care,databusinesssystems.com/medical-forms.com,44,Yes,Home-Health-Care,"<b>Home Health Care Forms:</b>
The Home Health Care Forms were developed as vehicles for submitting a plan of care and patient information to Medicare or other insurance carriers who chose to use the forms. 
The Home Health Certification and Home Health Addendum forms are 4 Part Continuous Feed.
The Home Health Update is 3 Part Continuous
",,Home Health Care,Home Health Care,,Yes,Products only,,Yes,,,No layout updates,
Hospital Claim Forms:  Laser / Deskjet,databusinesssystems.com/medical-forms.com,45,Yes,Hospital-Claim-Forms-Laser-Deskjet,"<b>UB-04 Format </b> 
8.5"" x 11"", 1 Part,  Red Ink for a Laser and Deskjet Printer. Printed in red OCR (optical character recognition) ink on special bond paper in strict compliance with government printing. Individually shrink-wrapped in packages of 500's. 
",,Hospital Claim Forms:  Laser / Deskjet,Hospital Claim Forms:  Laser / Deskjet,,Yes,Products only,,Yes,,,No layout updates,
Hospital Claim Forms: Continuous,databusinesssystems.com/medical-forms.com,46,Yes,Hospital-Claim-Forms-Continuous,"<b>Please note that the new version is now available and will be mandatory as of June 1st, 2007. <b>Note that Reprogramming is necessary.</b> Following is the timeline for acceptance:</b>
<b>June 1st, 2007.:</b> 
The UB-92 is discontinued; only the new UB-04 billing form is to be used. All rebilling of claims should use the UB-04 billing form from this date forward, even though earlier submissions may have been on the UB-92.</b>
<b>Format:</b> 
Continuous Feed</b> Printed in red OCR (optical character recognition)ink on special bond paper in strict compliance with government printing.  
",,Hospital Claim Forms: Continuous,Hospital Claim Forms: Continuous,,Yes,Products only,,Yes,,,No layout updates,
Hospital Daily Flow Sheet,databusinesssystems.com/medical-forms.com,47,Yes,Hospital-Daily-Flow-Sheet,"<b>Hospital Daily Flow Sheet</b>
Used by Hospitals to track patient's vitals. 
Includes the following Categories:
<b>Neuro, Circulatation, Respiratory, GI-GU-NG-Drains-Skin. Progress notes are printed on back.</b>
Printed both sides on a white 60# offset. Overall size is 11"" x 17""-folded to 8.5"" x 11"". Die cut at top left with five hole punch for insertion into chart. Copy is fully customized to your specifications.
Please call customer service at 1-800-778-6247 to request a sample.",,Hospital Daily Flow Sheet,Hospital Daily Flow Sheet,,Yes,Products only,,Yes,,,No layout updates,
"Insurance Claim Forms - Dental,  Laser / Deskjet",databusinesssystems.com/medical-forms.com,48,Yes,Insurance-Claim-Forms-Dental-Laser-Deskjet,"The American Dental Association has authorized a number of different Claim/Attending Dentist forms over the years. 
We inventory those versions that are supported by the greatest number of software packages. We produce the <b>1987, 1990 1994, 2000 & 2002 Versions.</b>",,"Insurance Claim Forms - Dental,  Laser / Deskjet","Insurance Claim Forms - Dental,  Laser / Deskjet",,Yes,Products only,,Yes,,,No layout updates,
"Insurance Claim Forms- Dental, Continuous Feed",databusinesssystems.com/medical-forms.com,49,Yes,Insurance-Claim-Forms-Dental-Continuous-Feed,"The American Dental Association has authorized a number of different Claim/Attending Dentist forms over the years. 
We inventory those versions that are supported by the greatest number of software packages. We produce the <b>1987, 1990 1994, 2000 and 2002 Versions.</b>",,"Insurance Claim Forms- Dental, Continuous Feed","Insurance Claim Forms- Dental, Continuous Feed",,Yes,Products only,,Yes,,,No layout updates,
Insurance Claim Forms- Snap 2 Part,databusinesssystems.com/medical-forms.com,50,Yes,Insurance-Claim-Forms-Snap-2-Part,"<b>Insurance Claim Forms</b> 
8.5"" x 11 3/4"", 2 Part for manual Handwritten Claims. Printed in red OCR (optical character recognition)ink on special bond paper in strict compliance with government printing. 
 
<b>Nationwide Warehousing:</b> 
We have 10 warehouses located nationwide for low cost and quick delivery. 
<b>The new Insurance Claim form is now available!</b>
The revised CMS-1500 healthcare billing form, which was recently approved by the Centers for Medicare & Medicaid Services (CMS), has been released for official use. The new CMS-1500 (version 02/12) will replace the previous form (version 08/05).
<b>Following is the final transition timeline for implementation of the new CMS-1500 claim form:</b>
 
<b>January 6, 2014:</b> Private insurance carriers and Medicare will begin to receive and process claims on the revised CMS-1500 form (02/12).
<b>January 6 - March 31, 2014:</b> Dual-use period during at which time both versions of the form will be accepted.
<b>April 1, 2014:</b> The current form (08/05) is discontinued. All private insurance carriers and Medicare will only accept the new version of the form (02/12).",,Insurance Claim Forms- Snap 2 Part,Insurance Claim Forms- Snap 2 Part,,Yes,Products only,,Yes,,,No layout updates,
Insurance Claim Forms: CMS1500 - Continuous,databusinesssystems.com/medical-forms.com,51,Yes,Insurance-Claim-Forms-CMS1500-Continuous,"<b>Insurance Claim Forms</b> 
9.5"" x 11"", 1 or 2 Part, Red Ink, configured for a Dot Matrix  Printer. Printed in red OCR (optical character recognition)ink on special bond paper in strict compliance with government printing. 
<b>We offer the the Insurance Claim Forms
in both the 08-05 and the latest 02-12 version.</b> 
 
<b>Nationwide Warehousing:</b> 
We have 10 warehouses located nationwide for low cost and quick delivery. 
<b>The new Insurance Claim form is now available!</b>
The revised CMS-1500 healthcare billing form, which was recently approved by the Centers for Medicare & Medicaid Services (CMS), has been released for official use. The new CMS-1500 (version 02/12) will replace the previous form (version 08/05).
<b>Following is the final transition timeline for implementation of the new CMS-1500 claim form:</b>
 
<b>January 6, 2014:</b> Private insurance carriers and Medicare will begin to receive and process claims on the revised CMS-1500 form (02/12).
<b>January 6 - March 31, 2014:</b> Dual-use period during at which time both versions of the form will be accepted.
<b>April 1, 2014:</b> The current form (08/05) is discontinued. All private insurance carriers and Medicare will only accept the new version of the form (02/12).",,Insurance Claim Forms: CMS1500 - Continuous,Insurance Claim Forms: CMS1500 - Continuous,,Yes,Products only,,Yes,,,No layout updates,
Insurance Claim Forms: CMS1500 - Laser / Deskjet,databusinesssystems.com/medical-forms.com,52,Yes,Insurance-Claim-Forms-CMS1500-Laser-Deskjet,"<b>Insurance Claim Forms:</b> 
8.5"" x 11"", 1 Part,  Red Ink for a Laser and Deskjet Printer. Printed in red OCR (optical character recognition)ink on special bond paper in strict compliance with government printing. Individually shrink-wrapped in packages of 500's. 
<b>We offer the the Insurance Claim Forms
in both the 08-05 and the latest 02-12 version.</b> 
 
<b>Nationwide Warehousing:</b> 
We have 10 warehouses located nationwide for low cost and quick delivery. 
<b>The new Insurance Claim form is now available!</b>
The revised CMS-1500 healthcare billing form, which was recently approved by the Centers for Medicare & Medicaid Services (CMS), has been released for official use. The new CMS-1500 (version 02/12) will replace the previous form (version 08/05).
<b>Following is the final transition timeline for implementation of the new CMS-1500 claim form:</b>
 
<b>January 6, 2014:</b> Private insurance carriers and Medicare will begin to receive and process claims on the revised CMS-1500 form (02/12).
<b>January 6 - March 31, 2014:</b> Dual-use period during at which time both versions of the form will be accepted.
<b>April 1, 2014:</b> The current form (08/05) is discontinued. All private insurance carriers and Medicare will only accept the new version of the form (02/12).",,Insurance Claim Forms: CMS1500 - Laser / Deskjet,Insurance Claim Forms: CMS1500 - Laser / Deskjet,,Yes,Products only,,Yes,,,No layout updates,
Laboratory Mount Sheets,databusinesssystems.com/medical-forms.com,53,Yes,Laboratory-Mount-Sheets,"<b>Laboratory Report Mount Sheet forms</b> are designed for the purpose of collecting and organizing test data for the individual patient. The mount sheet may be used simply as a document carrier or as a document carrier for microfilming purposes. It contains a pressure sensitive tape for placement of messages.
<b>We offer 7 stock Laboratory Reports:</b>
<b>1)</b> 8.5"" x 11"", Red Ink, White 20# Bond, 5 report sections positioned right, 5 hole punch top. 
<b>2)</b> 8.5"" x 11"", Black Ink, Canary 20# Bond, 5 report sections, 5 hole punch top. 
<b>3)</b> 8.5"" x 11"", Blue Ink, White 20# Bond, 5 report sections, 5 hole punch top. 
<b>4)</b> 8.5"" x 11"", Blue Ink, White 20# Bond, 3 report sections, 5 hole punch top. 
<b>5)</b> 8.5"" x 11"", Black Ink, Canary 20# Bond, 13 report sections, 5 hole punch top. 
<b>6)</b> 8.5"" x 11"", Black Ink, Canary 20# Bond, 3 report sections, 5 hole punch top. 
<b>7)</b> 8.5"" x 11"", Black Ink, Canary 20# Bond, 5 report sections, 5 hole punch top. ",,Laboratory Mount Sheets,Laboratory Mount Sheets,,Yes,Products only,,Yes,,,No layout updates,
Laser Prescriptions for DxScript,databusinesssystems.com/medical-forms.com,54,Yes,,"<a href=""http://www.dx-web.com"" target=""_blank""><img align=""right"" src=""http://medical-forms.com/dxlogo.jpg""></a>
<b>DxScript EMR Laser Prescription Paper.</b>
One of the most secure scripts on the market today. Our scripts meet and exceed Medicaid tamper-resistant requirements.
<b>Our security features include:</b>
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) Artificial watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
<b>New Jersey Laser Prescriptions:</b>
Over-printed with Practice information and consecutively numbered as required by New Jersey State law. Please fax a copy of your existing script to (973) 252-1885. 
This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts.<br>
*All names listed above are Registered Trademarks of the respective firms. In no way are we implying that the original products are available from medical-forms.com
",,Laser Prescriptions for DxScript,,,Yes,Products only,,Yes,,,No layout updates,
LaserBand Hospital Patient Wristbands,databusinesssystems.com/medical-forms.com,55,Yes,LaserBand-Hospital-Patient-Wristbands,"<b>LaserBand Hospital Patient Wristbands:</b>
This is an innovative solution to an old hospital admission problem. This product combines the medical chart labels with the patients ID bracelet into one 8.5"" x 11"" sheet. The wristband is self-laminating which allows it to be used in a wide variety of environments. This product can greatly reduce the number of errors that occur due to transposing information by simultaneously generating the same information for both the patient I.D. bracelet and medical chart labels. 
<b>Identification bracelet and 20 additional labels can be imaged & barcoded at one time.</b>
<b>Size flexibility-</b> fits small, medium & large wrists.
<b>Clear film overlay-</b>protects imaged information from being scratched off and provides a moisture barrier.
<b>Over 6 sq. in. of image space:</b> allows for large fonts and bar codes, improving patient identification.
LASERBAND is a federally registered trademark of Laser Band, LLC.
",,LaserBand Hospital Patient Wristbands,LaserBand Hospital Patient Wristbands,,Yes,Products only,,Yes,,,No layout updates,
Medical Data Mailers,databusinesssystems.com/medical-forms.com,56,Yes,Medical-Data-Mailers,"<b>Medical Data Mailers</b>
We carry stock 1 Way and 2 Way Data Mailers designed for compatibility with the most popular healthcare software on the market today.",,Medical Data Mailers,Medical Data Mailers,,Yes,Products only,,Yes,,,No layout updates,
Narcotic Control Sets,databusinesssystems.com/medical-forms.com,57,Yes,Narcotic-Control-Sets,"<b>Narcotic Control Sets:</b>
Shingled narcotic control forms are designed to meet stringent government narcotic control regulations, save time of pharmacy and nursing personnel in controlling and auditing drugs and improve billing by reducing errors, late charges and lost charges. 
All products shown below are stock products: 
<b>1) Controlled Drug Charge Tickets:</b> 
10 Charge Tickets per sheet mounted on to a White Ledger. 200 mount sheets yield 2000 charge tickets.
<b>2) Controlled Drug Charge Tickets:</b> 
25 Charge Tickets per sheet mounted on to a White Ledger. 200 mount sheets yield 5000 charge tickets. 
<b>3) PCA Syringe Drug Administrative Record:</b>
5 Charge Tickets per sheet mounted on to a Manilla Ledger. 200 mount sheets yield 1000 charge tickets.
<b>4) Pharmacy Charge Ticket:</b> 
10 Charge Tickets per sheet mounted on to a Manilla Ledger. Pre-numbered with control number and individual tickets numbers. 200 mount sheets yield 2000 charge tickets.
<b>5) Pharmacy Charge Ticket:</b> 
25 Charge Tickets per sheet mounted on to a Manilla Ledger. Pre-numbered with control number and individual tickets numbers. 3 hole punch left. 200 mount sheets yields 5000 charge tickets. 
  
For a quotation on quick custom (Hospital name, address, drug names and charge codes)or custom, please call customer service.",,Narcotic Control Sets,Narcotic Control Sets,,Yes,Products only,,Yes,,,No layout updates,
One-Write Medical Receipt System,databusinesssystems.com/medical-forms.com,58,Yes,One-Write-Medical-Receipt-System,"<b>One-Write Medical Receipt System:.</b> 
Designed for the medical practice that needs to generate a receipt, keep track of Patient History and generate a daily journal. Fully customized to your specifications.
<b>The package system includes the following:</b> 
625 Fully Customized Imprinted & Numbered Receipts, 500 Imprinted Patient Ledger Cards, 100 Medical Day Sheets and 1 Folding Board. 
Please fax all Heading information and codes to (973) 252-1885. Make sure to reference your order number. 
A proof will be provided prior to printing.
<b> Also available individually for reorder </b>",,One-Write Medical Receipt System,One-Write Medical Receipt System,,Yes,Products only,,Yes,,,No layout updates,
Patient Valuables Envelopes,databusinesssystems.com/medical-forms.com,59,Yes,Patient-Valuables-Envelopes,"<b>Patient Valuables Envelopes:</b> 
Available in paper or plastic with an insert for the patient valuables. Both print in Reflex Blue Ink and are pre-numbered for security. The heavy duty paper envelope contains a 2 part NCR form that images onto the outside of the pocket. It measures 8.5"" x 11 1/4"" Our plastic envelope contains a detachable stub for listing patient valuables. It measures 8.5"" x 13 5/8"" 
Both have a self adhesive tape to seal the contents. They are Polywrapped in 100's with 500 per Carton.
<b>Personal Belongings Bags:</b>
Easy to carry bags for storing patient clothing and shoes.
Available in in either a draw-string or rigid handle. Both are pre-printed in Blue Ink with the words ""Patient Name"" and Room Number. 1.5 ml low density poly, 100% recyclable. The draw-string bag measures 20"" x 20"" with a 3"" expansion and is available in white or clear. The Rigid Handle bag measures 19"" x 18"" with a 4"" expansion and is available in white.
",,Patient Valuables Envelopes,Patient Valuables Envelopes,,Yes,Products only,,Yes,,,No layout updates,
Physicians Orders,databusinesssystems.com/medical-forms.com,60,Yes,Physicians-Orders,"<b>Physicians Order Sheets are available in 2 different formats:</b> 
<b>Format A:</b> 
4 Parts. It prints in black ink. Part 1 is a Chart Copy with the last parts for the Pharmacy. 
<b>Format B:</b> 
4 Parts. It prints in Reflex Blue Ink. Part 1 is a Chart Copy, Parts 2 and 3 are a unit set with 3 Pre-perforated areas for new orders. ",,Physicians Orders,Physicians Orders,,Yes,Products only,,Yes,,,No layout updates,
Pre-Punched Chart Paper,databusinesssystems.com/medical-forms.com,61,Yes,Pre-Punched-Chart-Paper,"<b>Blank Pre-Punched Chart Paper</b>
<b>Size:</b> 8.5"" x 11""
1 Part  20# Laser / Deskjet Paper with 1/4"" hole punches.
<b>Available with:</b> 
<b>1) 5 Hole Punch Left:</b> 
3 Holes at 4 1/4""CC & 2 Holes at 2 1/4""CC
<b>2) 5 Hole Punch Top:</b> 
5 Holes at 1 3/8""CC
<b>3) 2 Hole Punch Top:</b> 
2 Holes at 2 3/4""CC
",,Pre-Punched Chart Paper,Pre-Punched Chart Paper,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions -  iscribe EMR Paper,databusinesssystems.com/medical-forms.com,62,Yes,Prescriptions-iscribe,"<b>iScribe Laser Prescriptions:</b>
Contains a peel-off label to post to your patient chart. Printed in Blue ink. iScribe scripts meet and exceed Medicaid tamper-resistant requirements that go into effect on October 1st, 2008. 
<b>On January 7th, 2010, CVS Caremark announced an agreement with Allscripts to accelerate adoption of electronic prescribing.</b><br> As part of this agreement, CVS Caremark is sending out communication to the iScribe users offering to transition them to the Allscripts ePrescribe Enterprise Edition platform and retired the iScribe service and support by June 2010.  As the Allscripts ePrescribe product does not support the current iScribe paper, we recommend that iScribe users enroll in the conversion process as soon as possible and order the ePrescribe compatible paper.  Detailed information regarding this transition can be found at http://www.allscripts.com/iscribe or by calling iScribe at 1-877-483-1324.<br><b>Any questions in regard to ordering new paper: 1-800-778-6247.<br>The ePrescribe paper can be ordered at:</b> <a href= ""http://www.medical-forms.com/Prescriptions/Prescriptions-for-AllScripts-Touchscript-NET-ePrescribe-p185.htm"">Script paper for Allscripts.</a></b>
<b/>For our iScribe customers that would like to continue using their existing paper with the integrated chart label, medical-forms.com recommends transitioning  to dx-script, a Mobile, Secure, Cost Effective & Integrated ePrescribing Solution.<br><br> For addition information, please call: (877) 626-8471 or visit them on the web at: www.dx-web.com.<b>
",,Prescriptions -  iscribe EMR Paper,Prescriptions -  iscribe,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions - California Controlled EMR Laser,databusinesssystems.com/medical-forms.com,63,Yes,,"<b>California Controlled EMR Laser Scripts:</b>
Valid for C-2 thru C-5 medications.
As required by CA State law, CA Scripts are Printed Landscape on either Top or Bottom left  on an 8.5"" x 11"" Laser / Inkjet compatible sheet. Consecutively Numbered 001 & up.
<b>After placing your order, please be sure to fill out the online information form, print out and fax to (973) 252-1885. Reference the order number assigned.</b> 
<b>This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts.</b>",,Prescriptions - California Controlled EMR Laser,,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions - Delaware EMR Laser,databusinesssystems.com/medical-forms.com,64,Yes,,"Delaware Controlled EMR Laser Scripts:
Secure Laser Prescription (RX) paper:
8.5"" x 11"" Full sheet Tamper resistant Scripts.
Our security features include:
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) ""Delaware Security Prescription"" watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
8) Consecutively Numbered
Available in 3 different Formats:
*1 script per sheet -Full Sheet.
*2 scripts per sheet 
*4 scripts per sheet 
<b>This site is designed for use by:
DOCTORS, HEALTHCARE PROFESSIONALS and MEDICAL CLINICS.
medical-forms.com reserves the right to ask for Proper documentation and authorization to order scripts. No deliveries will be made to a private residence. Suspicious orders must be reported to the Division of Professional Regulation. All providers are required to provide a DPR-issued Security Code.</b>
",,Prescriptions - Delaware EMR Laser,Delaware Controlled EMR Laser Scripts,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions - Florida Controlled,databusinesssystems.com/medical-forms.com,65,Yes,," <b>Florida Controlled Tamper Resistant Script Pads:</b> 
Printed either Portrait: 4.25"" x 5.5"" or Landscape: 5.5"" x 4.25"" , 1 Part, Padded in 100's.
<b>One of the most secure scripts on the market today. Our scripts meet and exceed Florida tamper-resistant requirements that go into effect July 1, 2011 
Our security features include:</b>
1) Tamper proof chemical alteration.
2) Two artificial watermarks on the back. 
3) Disappearing ink when altered.
4) Microprinting on both sides.
5) Invisible Fluorescent Fibers.
6) Step and repeated wording on front.
7) Repeating background area on front & back.
8) A Special Batch Number is assigned to each script for tracking.
<b>Please fax a copy of your existing script or required heading information to (973) 252-1885 and reference your order number. A proof will be faxed prior to printing.</b>  
",,Prescriptions - Florida Controlled,,,Yes,Products only,,Yes,,,No layout updates,
Prescriptions - Florida Controlled EMR Laser,databusinesssystems.com/medical-forms.com,66,Yes,,"<b>Florida Controlled EMR Laser Scripts:</b>
<b>Secure Laser Prescription (RX) paper:</b>
8.5"" x 11"" Full sheet Tamper resistant Scripts.
Our security features include:
1) VOID Pantograph
2) Tamper proof chemical alteration.
3) Artificial watermark on the back. 
4) Erasure Protection when altered.
5) Microprint Border
6) Invisible Fluorescent Fibers.
7) Toner Fuse lift & scrape proof
<b>Available in 3 different Formats:</b>
*1 script per sheet (Portrait format), positioned upper left 
*1 script per sheet -Full Sheet.
*2 scripts per sheet 
<b>Florida law requires that a tracking number be on every script. This should include:
(1) An alphabetic prefix that readily identifies the vendor
(2) The date of printing
(3) A batch number.
The price below includes printing this track number on the scripts. <br>Please fax a sample print-out of your script to ensure correct positioning.</b>
",,Prescriptions - Florida Controlled EMR Laser,,,Yes,Products only,,Yes,,,No layout updates,
